Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
889,tt0178203,2019-07-21,2019-07-21,,Aas Paas,https://www.imdb.com/title/tt0178203/,movie,6.0,,1981,Romance,103,1981-01-16,J. Om Prakash,,
890,tt0063404,2019-07-22,2019-07-22,,Padosan,https://www.imdb.com/title/tt0063404/,movie,8.1,157,1968,"Comedy, Musical, Romance",5865,1968-11-29,Jyoti Swaroop,,
891,tt0092513,2019-07-23,2019-07-23,,Adventures in Babysitting,https://www.imdb.com/title/tt0092513/,movie,6.9,102,1987,"Adventure, Comedy, Crime, Romance",36311,1987-06-19,Chris Columbus,,
892,tt1392214,2019-07-26,2019-07-26,,Prisoners,https://www.imdb.com/title/tt1392214/,movie,8.1,153,2013,"Crime, Drama, Mystery, Thriller",573343,2013-08-30,Denis Villeneuve,,
893,tt0824316,2019-07-26,2019-07-26,,Dor,https://www.imdb.com/title/tt0824316/,movie,7.9,147,2006,Drama,5487,2006-09-22,Nagesh Kukunoor,,
894,tt2072227,2019-07-26,2019-07-26,,Shanghai,https://www.imdb.com/title/tt2072227/,movie,7.2,120,2012,"Crime, Mystery, Thriller",9401,2012-06-07,Dibakar Banerjee,,
895,tt0411469,2019-07-26,2019-07-26,,Hazaaron Khwaishein Aisi,https://www.imdb.com/title/tt0411469/,movie,7.9,120,2003,Drama,4532,2003-12-31,Sudhir Mishra,,
896,tt0400234,2019-07-26,2019-07-26,,Black Friday,https://www.imdb.com/title/tt0400234/,movie,8.5,143,2004,"Action, Crime, Drama, History",17703,2004-08-13,Anurag Kashyap,,
897,tt8663516,2019-07-28,2019-07-28,,Child's Play,https://www.imdb.com/title/tt8663516/,movie,5.8,90,2019,"Horror, Sci-Fi",38844,2019-06-18,Lars Klevberg,,
898,tt5580266,2019-07-28,2019-07-28,,The Hate U Give,https://www.imdb.com/title/tt5580266/,movie,7.4,133,2018,"Crime, Drama",27247,2018-09-07,George Tillman Jr.,,
899,tt6289266,2019-07-28,2019-07-28,,Chutney,https://www.imdb.com/title/tt6289266/,short,7.8,17,2016,"Short, Comedy, Drama",563,2016-11-28,Jyoti Kapur Das,,
900,tt0433383,2019-07-28,2019-07-28,,"Good Night, and Good Luck.",https://www.imdb.com/title/tt0433383/,movie,7.4,93,2005,"Biography, Drama, History",92623,2005-09-01,George Clooney,,
901,tt0995832,2019-07-28,2019-07-28,,Generation Kill,https://www.imdb.com/title/tt0995832/,tvMiniSeries,8.5,70,2008,"Drama, War",46123,2008-07-13,,,
902,tt1078188,2019-07-28,2019-07-28,,Boy A,https://www.imdb.com/title/tt1078188/,movie,7.6,102,2007,Drama,36306,2007-09-08,John Crowley,,
903,tt1291584,2019-07-28,2019-07-28,,Warrior,https://www.imdb.com/title/tt1291584/,movie,8.2,140,2011,"Drama, Sport",424085,2011-09-09,Gavin O'Connor,,
904,tt0443706,2019-07-28,2019-07-28,,Zodiac,https://www.imdb.com/title/tt0443706/,movie,7.7,157,2007,"Crime, Drama, Mystery, Thriller",434866,2007-02-28,David Fincher,,
905,tt0383028,2019-07-28,2019-07-28,,"Synecdoche, New York",https://www.imdb.com/title/tt0383028/,movie,7.6,124,2008,"Comedy, Drama",78412,2008-05-23,Charlie Kaufman,,
906,tt9059704,2019-07-29,2019-07-29,,An American Pickle,https://www.imdb.com/title/tt9059704/,movie,,,2020,Comedy,,2020-08-06,Brandon Trost,,
907,tt3561990,2019-07-29,2019-07-29,,Console Wars,https://www.imdb.com/title/tt3561990/,tvSeries,,,,"Documentary, Comedy, Drama, History",,,"Evan Goldberg, Seth Rogen",,
908,tt0352248,2019-07-29,2019-07-29,,Cinderella Man,https://www.imdb.com/title/tt0352248/,movie,8.0,144,2005,"Biography, Drama, History, Romance, Sport",172494,2005-05-23,Ron Howard,,
909,tt1478338,2019-07-29,2019-07-29,,Bridesmaids,https://www.imdb.com/title/tt1478338/,movie,6.8,125,2011,"Comedy, Romance",261156,2011-04-28,Paul Feig,,
910,tt0108399,2019-07-31,2019-07-31,,True Romance,https://www.imdb.com/title/tt0108399/,movie,7.9,119,1993,"Crime, Drama, Romance, Thriller",200265,1993-09-08,Tony Scott,,
911,tt7375404,2019-08-03,2019-08-03,,Kidding,https://www.imdb.com/title/tt7375404/,tvSeries,8.0,30,2018,"Comedy, Drama",14283,2018-08-31,,,
912,tt0258000,2019-08-04,2019-08-04,,Panic Room,https://www.imdb.com/title/tt0258000/,movie,6.8,112,2002,"Crime, Drama, Thriller",250259,2002-03-18,David Fincher,,
913,tt1017451,2019-08-04,2019-08-04,,The Runaways,https://www.imdb.com/title/tt1017451/,movie,6.5,106,2010,"Biography, Drama, Music",45435,2010-01-24,Floria Sigismondi,,
914,tt0324013,2019-08-06,2019-08-06,,Soldier's Girl,https://www.imdb.com/title/tt0324013/,tvMovie,7.9,112,2003,"Biography, Crime, Drama, Romance",6243,2003-01-20,Frank Pierson,,
915,tt0925266,2019-08-06,2019-08-06,,Pushing Daisies,https://www.imdb.com/title/tt0925266/,tvSeries,8.3,44,2007,"Comedy, Drama, Fantasy, Mystery, Romance",52581,2007-10-03,,,
916,tt8637428,2019-08-06,2019-08-06,,The Farewell,https://www.imdb.com/title/tt8637428/,movie,7.6,100,2019,"Comedy, Drama",41320,2019-01-25,Lulu Wang,,
917,tt0120746,2019-08-08,2019-08-08,,The Mask of Zorro,https://www.imdb.com/title/tt0120746/,movie,6.7,136,1998,"Action, Adventure, Comedy, Romance, Thriller, Western",164818,1998-07-17,Martin Campbell,,
918,tt2582846,2019-08-08,2019-08-08,,The Fault in Our Stars,https://www.imdb.com/title/tt2582846/,movie,7.7,126,2014,"Drama, Romance",333567,2014-05-16,Josh Boone,,
919,tt7778680,2019-08-08,2019-08-08,,Photograph,https://www.imdb.com/title/tt7778680/,movie,6.8,110,2019,"Drama, Romance",3477,2019-01-27,Ritesh Batra,,
920,tt4481414,2019-08-08,2019-08-08,,Gifted,https://www.imdb.com/title/tt4481414/,movie,7.6,101,2017,Drama,94036,2017-04-07,Marc Webb,,
921,tt7817340,2019-08-08,2019-08-08,,New Amsterdam,https://www.imdb.com/title/tt7817340/,tvSeries,8.1,43,2018,Drama,14585,2018-09-25,,,
922,tt2431438,2019-08-08,2019-08-08,,Sense8,https://www.imdb.com/title/tt2431438/,tvSeries,8.3,60,2015,"Drama, Mystery, Sci-Fi, Thriller",133229,2015-06-05,,,
923,tt0185937,2019-08-08,2019-08-08,,The Blair Witch Project,https://www.imdb.com/title/tt0185937/,movie,6.5,81,1999,"Horror, Mystery",225758,1999-01-25,"Eduardo Sánchez, Daniel Myrick",,
924,tt0432283,2019-08-08,2019-08-08,,Fantastic Mr. Fox,https://www.imdb.com/title/tt0432283/,movie,7.9,87,2009,"Animation, Adventure, Comedy, Crime, Drama, Family",190538,2009-10-14,Wes Anderson,,
925,tt0362270,2019-08-08,2019-08-08,,The Life Aquatic with Steve Zissou,https://www.imdb.com/title/tt0362270/,movie,7.3,119,2004,"Action, Adventure, Comedy, Drama, Romance",174338,2004-11-20,Wes Anderson,,
926,tt0074626,2019-08-08,2019-08-08,,Herz aus Glas,https://www.imdb.com/title/tt0074626/,movie,7.1,94,1976,Drama,5253,1976-11-13,Werner Herzog,,
927,tt0083946,2019-08-08,2019-08-08,,Fitzcarraldo,https://www.imdb.com/title/tt0083946/,movie,8.1,158,1982,"Adventure, Drama",29964,1982-03-04,Werner Herzog,,
928,tt2937696,2019-08-08,2019-08-08,,Everybody Wants Some!!,https://www.imdb.com/title/tt2937696/,movie,6.9,117,2016,Comedy,50393,2016-03-11,Richard Linklater,,
929,tt0028212,2019-08-08,2019-08-08,,Sabotage,https://www.imdb.com/title/tt0028212/,movie,7.1,76,1936,"Crime, Thriller",14194,1936-12-02,Alfred Hitchcock,,
930,tt0119177,2019-08-10,2019-08-10,,Gattaca,https://www.imdb.com/title/tt0119177/,movie,7.8,106,1997,"Drama, Sci-Fi, Thriller",273628,1997-09-07,Andrew Niccol,,
931,tt0104797,2019-08-10,2019-08-10,,Malcolm X,https://www.imdb.com/title/tt0104797/,movie,7.7,202,1992,"Biography, Drama, History",81880,1992-11-18,Spike Lee,,
932,tt5011816,2019-08-10,2019-08-10,,Sneaky Pete,https://www.imdb.com/title/tt5011816/,tvSeries,8.2,60,2015,"Crime, Drama",27755,2015-08-07,,,
933,tt6470478,2019-08-10,2019-08-10,,The Good Doctor,https://www.imdb.com/title/tt6470478/,tvSeries,8.2,41,2017,Drama,56546,2017-09-25,,,
934,tt8368512,2019-08-15,2019-08-15,,Ironbark,https://www.imdb.com/title/tt8368512/,movie,8.0,111,2020,Thriller,82,2020-01-24,Dominic Cooke,,
935,tt5635086,2019-08-15,2019-08-15,,God's Own Country,https://www.imdb.com/title/tt5635086/,movie,7.7,104,2017,"Drama, Romance",22412,2017-01-23,Francis Lee,,
936,tt6864046,2019-08-15,2019-08-15,,Ying,https://www.imdb.com/title/tt6864046/,movie,7.0,116,2018,"Action, Adventure, Drama, Fantasy, History, War",10843,2018-09-06,Yimou Zhang,,
937,tt0060675,2019-08-15,2019-08-15,,Masculin féminin,https://www.imdb.com/title/tt0060675/,movie,7.6,110,1966,"Drama, Romance",12030,1966-03-22,Jean-Luc Godard,,
938,tt0087884,2019-08-15,2019-08-15,,"Paris, Texas",https://www.imdb.com/title/tt0087884/,movie,8.1,145,1984,Drama,84465,1984-05-19,Wim Wenders,,
939,tt0061113,2019-08-15,2019-08-15,,Trans-Europ-Express,https://www.imdb.com/title/tt0061113/,movie,7.1,105,1966,"Comedy, Drama, Mystery, Thriller",1441,1966-12-31,Alain Robbe-Grillet,,
940,tt1653921,2019-08-15,2019-08-15,,Petit tailleur,https://www.imdb.com/title/tt1653921/,short,7.0,44,2010,"Short, Drama, Romance",355,2010-05-20,Louis Garrel,,
941,tt3487382,2019-08-17,2019-08-17,,Forever,https://www.imdb.com/title/tt3487382/,tvSeries,8.3,43,2014,"Crime, Drama, Fantasy, Mystery, Sci-Fi",51608,2014-09-22,,,
942,tt6461812,2019-08-17,2019-08-17,,Deception,https://www.imdb.com/title/tt6461812/,tvSeries,7.5,41,2018,"Crime, Drama, Mystery, Thriller",7611,2018-03-11,,,
943,tt10327354,2019-08-17,2019-08-17,,Prodigal Son,https://www.imdb.com/title/tt10327354/,tvSeries,7.7,44,2019,"Crime, Drama, Mystery, Thriller",8883,2019-09-23,,,
944,tt10313176,2019-08-17,2019-08-17,,Nancy Drew,https://www.imdb.com/title/tt10313176/,tvSeries,6.0,44,2019,"Drama, Fantasy, Mystery",3797,2019-10-09,,,
945,tt6128254,2019-08-17,2019-08-17,,Lodge 49,https://www.imdb.com/title/tt6128254/,tvSeries,7.5,51,2018,"Comedy, Drama, Mystery",2824,2018-08-06,,,
946,tt4827922,2019-08-17,2019-08-17,,The Parts You Lose,https://www.imdb.com/title/tt4827922/,movie,5.5,93,2019,"Crime, Drama, Thriller",1388,2019-03-14,Christopher Cantwell,,
947,tt1119644,2019-08-18,2019-08-18,,Fringe,https://www.imdb.com/title/tt1119644/,tvSeries,8.4,46,2008,"Drama, Mystery, Sci-Fi, Thriller",214360,2008-09-09,,,
948,tt0437405,2019-08-18,2019-08-18,,Paper Man,https://www.imdb.com/title/tt0437405/,movie,6.6,110,2009,"Comedy, Drama",17999,2009-06-15,"Michele Mulroney, Kieran Mulroney",,
949,tt8543390,2019-08-18,2019-08-18,,Modern Love,https://www.imdb.com/title/tt8543390/,tvSeries,8.0,32,2019,"Comedy, Romance",14253,2019-10-18,,7,2020-03-30
950,tt0414387,2019-08-18,2019-08-18,,Pride & Prejudice,https://www.imdb.com/title/tt0414387/,movie,7.8,129,2005,"Drama, Romance",244244,2005-07-25,Joe Wright,,
951,tt0099077,2019-08-28,2019-08-28,,Awakenings,https://www.imdb.com/title/tt0099077/,movie,7.8,121,1990,"Biography, Drama",119316,1990-12-12,Penny Marshall,,
952,tt10541028,2019-08-28,2019-08-28,,Gotro,https://www.imdb.com/title/tt10541028/,movie,6.9,,2019,Drama,305,2019-08-23,"Shiboprosad Mukherjee, Nandita Roy",,
953,tt0443453,2019-08-28,2019-08-28,,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,https://www.imdb.com/title/tt0443453/,movie,7.3,84,2006,Comedy,344464,2006-08-04,Larry Charles,,
954,tt1119646,2019-08-28,2019-08-28,,The Hangover,https://www.imdb.com/title/tt1119646/,movie,7.7,100,2009,Comedy,701273,2009-05-30,Todd Phillips,,
955,tt8134186,2019-08-28,2019-08-28,,Devs,https://www.imdb.com/title/tt8134186/,tvMiniSeries,7.8,409,2020,"Drama, Mystery, Sci-Fi, Thriller",18215,2020-03-05,,,
956,tt6111574,2019-08-28,2019-08-28,,The Woman in the Window,https://www.imdb.com/title/tt6111574/,movie,,,,"Crime, Drama, Mystery, Thriller",,,Joe Wright,,
957,tt6772802,2019-08-28,2019-08-28,,Hillbilly Elegy,https://www.imdb.com/title/tt6772802/,movie,,116,2020,Drama,,2020-11-30,Ron Howard,,
958,tt1126590,2019-08-28,2019-08-28,,Big Eyes,https://www.imdb.com/title/tt1126590/,movie,7.0,106,2014,"Biography, Crime, Drama, Romance",82716,2014-11-13,Tim Burton,,
959,tt2366608,2019-08-29,2019-08-29,,Lost River,https://www.imdb.com/title/tt2366608/,movie,5.8,95,2014,"Drama, Fantasy, Mystery, Thriller",16629,2014-05-20,Ryan Gosling,,
960,tt5662932,2019-08-29,2019-08-29,,Raman Raghav 2.0,https://www.imdb.com/title/tt5662932/,movie,7.4,133,2016,"Crime, Drama, Thriller",12014,2016-05-16,Anurag Kashyap,,
961,tt1629715,2019-08-29,2019-08-29,,Miss Lovely,https://www.imdb.com/title/tt1629715/,movie,6.3,113,2012,"Crime, Drama, Romance",2723,2012-05-24,Ashim Ahluwalia,,
962,tt7180544,2019-08-29,2019-08-29,,Mukkabaaz,https://www.imdb.com/title/tt7180544/,movie,8.0,154,2017,"Action, Drama, Sport",6089,2017-09-09,Anurag Kashyap,,
963,tt6333060,2019-08-29,2019-08-29,,Icarus,https://www.imdb.com/title/tt6333060/,movie,7.9,120,2017,"Documentary, Sport, Thriller",35572,2017-01-20,Bryan Fogel,,
964,tt1773764,2019-08-29,2019-08-29,,Ship of Theseus,https://www.imdb.com/title/tt1773764/,movie,8.0,140,2012,Drama,6279,2012-09-06,Anand Gandhi,,
965,tt1608777,2019-08-29,2019-08-29,,"LSD: Love, Sex Aur Dhokha",https://www.imdb.com/title/tt1608777/,movie,7.1,155,2010,"Comedy, Crime, Drama, Romance",5089,2010-03-19,Dibakar Banerjee,,
966,tt3891562,2019-08-29,2019-08-29,,Pashmeena,https://www.imdb.com/title/tt3891562/,movie,,120,2020,Drama,,2020-12-31,Danish Renzu,,
967,tt8404998,2019-08-29,2019-08-29,,The Tenant,https://www.imdb.com/title/tt8404998/,movie,,,,Drama,,,Sushrut Jain,,
968,tt3892172,2019-08-31,2019-08-31,,Leave No Trace,https://www.imdb.com/title/tt3892172/,movie,7.2,109,2018,Drama,45429,2018-01-20,Debra Granik,,
969,tt5598868,2019-08-31,2019-08-31,,Here Are the Young Men,https://www.imdb.com/title/tt5598868/,movie,,,2020,Drama,,2020-12-31,Eoin Macken,,
970,tt9778348,2019-08-31,2019-08-31,,The Winter Lake,https://www.imdb.com/title/tt9778348/,movie,,92,,"Drama, Thriller",,,Phil Sheerin,,
971,tt0283084,2019-09-02,2019-09-02,,Tuck Everlasting,https://www.imdb.com/title/tt0283084/,movie,6.6,90,2002,"Drama, Family, Fantasy, Romance",20696,2002-09-08,Jay Russell,,
972,tt0203009,2019-09-06,2019-09-06,,Moulin Rouge!,https://www.imdb.com/title/tt0203009/,movie,7.6,127,2001,"Drama, Musical, Romance",261295,2001-05-09,Baz Luhrmann,,
973,tt3530002,2019-09-10,2019-09-10,,The Night Before,https://www.imdb.com/title/tt3530002/,movie,6.4,101,2015,"Comedy, Fantasy",62882,2015-11-20,Jonathan Levine,,
974,tt1190634,2019-09-10,2019-09-10,,The Boys,https://www.imdb.com/title/tt1190634/,tvSeries,8.7,60,2019,"Action, Comedy, Crime, Sci-Fi",148819,2019-07-16,,,
975,tt0401085,2019-09-10,2019-09-10,,C.R.A.Z.Y.,https://www.imdb.com/title/tt0401085/,movie,7.9,127,2005,"Comedy, Drama",31050,2005-05-27,Jean-Marc Vallée,,
976,tt1550312,2019-09-10,2019-09-10,,Café de Flore,https://www.imdb.com/title/tt1550312/,movie,7.4,120,2011,"Drama, Romance",14562,2011-09-02,Jean-Marc Vallée,,
977,tt2305051,2019-09-10,2019-09-10,,Wild,https://www.imdb.com/title/tt2305051/,movie,7.1,115,2014,"Biography, Drama",116502,2014-08-29,Jean-Marc Vallée,,
978,tt8996504,2019-09-14,2019-09-14,,Wintergreen,https://www.imdb.com/title/tt8996504/,short,,15,2018,"Short, Drama, Family, Sci-Fi",,,Sandeep Mohandas,,
979,tt0061512,2019-09-15,2019-09-15,,Cool Hand Luke,https://www.imdb.com/title/tt0061512/,movie,8.1,127,1967,"Crime, Drama",156900,1967-11-01,Stuart Rosenberg,,
980,tt0100404,2019-09-15,2019-09-15,,Presumed Innocent,https://www.imdb.com/title/tt0100404/,movie,6.9,127,1990,"Mystery, Thriller",36383,1990-07-25,Alan J. Pakula,,
981,tt0067648,2019-09-15,2019-09-15,,Raga,https://www.imdb.com/title/tt0067648/,movie,8.0,97,1971,"Documentary, Biography",43,1971-11-23,Howard Worth,,
982,tt0158560,2019-09-15,2019-09-15,,The Concert for Bangladesh,https://www.imdb.com/title/tt0158560/,movie,8.3,103,1972,"Documentary, Music",1419,1972-03-23,Saul Swimmer,,
983,tt0380275,2019-09-15,2019-09-15,,Concert for George,https://www.imdb.com/title/tt0380275/,video,8.6,146,2003,"Documentary, Music",1821,2003-10-03,David Leland,,
984,tt0067961,2019-09-16,2019-09-16,,Wanda,https://www.imdb.com/title/tt0067961/,movie,7.1,102,1970,"Crime, Drama",3022,1970-08-21,Barbara Loden,,
985,tt0092337,2019-09-24,2019-09-24,,Dekalog,https://www.imdb.com/title/tt0092337/,tvMiniSeries,9.0,572,1989,Drama,20666,1989-05-16,,,
986,tt6920356,2019-10-04,2019-10-04,,The Souvenir,https://www.imdb.com/title/tt6920356/,movie,6.5,120,2019,"Drama, Mystery, Romance",7387,2019-01-27,Joanna Hogg,,
987,tt4353250,2019-10-04,2019-10-04,,The Last Black Man in San Francisco,https://www.imdb.com/title/tt4353250/,movie,7.3,121,2019,Drama,11500,2019-01-26,Joe Talbot,,
988,tt1527835,2019-10-04,2019-10-04,,Archipelago,https://www.imdb.com/title/tt1527835/,movie,6.4,114,2010,Drama,2325,2010-10-22,Joanna Hogg,,
989,tt2334779,2019-10-05,2019-10-05,,Qissa: The Tale of a Lonely Ghost,https://www.imdb.com/title/tt2334779/,movie,6.7,109,2013,"Drama, Fantasy",810,2013-09-08,Anup Singh,,
990,tt0116922,2019-10-05,2019-10-05,,Lost Highway,https://www.imdb.com/title/tt0116922/,movie,7.6,134,1997,"Mystery, Thriller",126342,1997-01-15,David Lynch,,
991,tt0097239,2019-10-05,2019-10-05,,Driving Miss Daisy,https://www.imdb.com/title/tt0097239/,movie,7.4,99,1989,Drama,95867,1989-12-11,Bruce Beresford,,
992,tt10640346,2019-10-05,2019-10-05,,Babylon,https://www.imdb.com/title/tt10640346/,movie,,,2021,Drama,,2021-12-25,Damien Chazelle,,
993,tt0094737,2019-10-05,2019-10-05,,Big,https://www.imdb.com/title/tt0094737/,movie,7.3,104,1988,"Comedy, Drama, Fantasy, Romance",191415,1988-06-03,Penny Marshall,,
994,tt5535276,2019-10-05,2019-10-05,,Bernstein,https://www.imdb.com/title/tt5535276/,movie,,,2021,"Biography, Drama, Music",,2021-12-31,Bradley Cooper,,
995,tt0116442,2019-10-05,2019-10-05,,Grace of My Heart,https://www.imdb.com/title/tt0116442/,movie,6.7,116,1996,"Comedy, Drama, Music",3506,1996-09-08,Allison Anders,,
996,tt2326554,2019-10-05,2019-10-05,,A Girl Walks Home Alone at Night,https://www.imdb.com/title/tt2326554/,movie,7.0,101,2014,"Drama, Horror",29494,2014-01-19,Ana Lily Amirpour,,
997,tt2404181,2019-10-05,2019-10-05,,Belle,https://www.imdb.com/title/tt2404181/,movie,7.3,100,2013,"Biography, Drama, Romance",27311,2013-09-08,Amma Asante,,
998,tt1920945,2019-10-05,2019-10-05,,Good Vibrations,https://www.imdb.com/title/tt1920945/,movie,7.2,103,2012,"Biography, Drama, Music",4666,2012-05-31,"Lisa Barros D'Sa, Glenn Leyburn",,
999,tt1139797,2019-10-05,2019-10-05,,Låt den rätte komma in,https://www.imdb.com/title/tt1139797/,movie,7.9,114,2008,"Drama, Horror, Romance",201500,2008-01-26,Tomas Alfredson,,
1000,tt2321549,2019-10-05,2019-10-05,,The Babadook,https://www.imdb.com/title/tt2321549/,movie,6.8,94,2014,"Drama, Horror",188096,2014-01-17,Jennifer Kent,,
1001,tt1242460,2019-10-05,2019-10-05,,We Need to Talk About Kevin,https://www.imdb.com/title/tt1242460/,movie,7.5,112,2011,"Drama, Mystery, Thriller",132764,2011-05-12,Lynne Ramsay,,
1002,tt5742374,2019-10-05,2019-10-05,,You Were Never Really Here,https://www.imdb.com/title/tt5742374/,movie,6.8,89,2017,"Crime, Drama, Mystery, Thriller",94631,2017-05-27,Lynne Ramsay,,
1003,tt4954522,2019-10-05,2019-10-05,,Grave,https://www.imdb.com/title/tt4954522/,movie,7.0,99,2016,"Drama, Horror",56684,2016-05-14,Julia Ducournau,,
1004,tt3666024,2019-10-05,2019-10-05,,La tortue rouge,https://www.imdb.com/title/tt3666024/,movie,7.5,80,2016,"Animation, Family, Fantasy",29167,2016-05-18,Michael Dudok de Wit,,
1005,tt3655522,2019-10-05,2019-10-05,,Bande de filles,https://www.imdb.com/title/tt3655522/,movie,6.9,113,2014,Drama,7645,2014-05-15,Céline Sciamma,,
1006,tt1232790,2019-10-05,2019-10-05,,Of Time and the City,https://www.imdb.com/title/tt1232790/,movie,7.3,74,2008,"Documentary, Biography",1838,2008-05-19,Terence Davies,,
1007,tt4291590,2019-10-05,2019-10-05,,Évolution,https://www.imdb.com/title/tt4291590/,movie,5.9,81,2015,"Drama, Horror, Mystery, Sci-Fi",5970,2015-09-14,Lucile Hadzihalilovic,,
1008,tt0462335,2019-10-05,2019-10-05,,High-Rise,https://www.imdb.com/title/tt0462335/,movie,5.6,119,2015,"Drama, Sci-Fi",36503,2015-09-13,Ben Wheatley,,
1009,tt3398268,2019-10-05,2019-10-05,,Omoide no Mânî,https://www.imdb.com/title/tt3398268/,movie,7.7,103,2014,"Animation, Drama, Family, Mystery",29349,2014-07-19,"James Simone, Hiromasa Yonebayashi",,
1010,tt3966404,2019-10-05,2019-10-05,,Mustang,https://www.imdb.com/title/tt3966404/,movie,7.6,97,2015,Drama,34086,2015-05-19,Deniz Gamze Ergüven,,
1011,tt3808342,2019-10-05,2019-10-05,,Saul fia,https://www.imdb.com/title/tt3808342/,movie,7.5,107,2015,"Drama, War",43279,2015-05-15,László Nemes,,
1012,tt4285496,2019-10-05,2019-10-05,,El abrazo de la serpiente,https://www.imdb.com/title/tt4285496/,movie,7.9,125,2015,"Adventure, Drama",19665,2015-05-15,Ciro Guerra,,
1013,tt0119485,2019-10-05,2019-10-05,,Kundun,https://www.imdb.com/title/tt0119485/,movie,7.0,134,1997,"Biography, Drama, History, War",25516,1997-12-11,Martin Scorsese,,
1014,tt5117222,2019-10-05,2019-10-05,,Notes on Blindness,https://www.imdb.com/title/tt5117222/,movie,7.1,90,2016,"Documentary, Drama",1861,2016-01-24,"James Spinney, Peter Middleton",,
1015,tt4273292,2019-10-05,2019-10-05,,Under the Shadow,https://www.imdb.com/title/tt4273292/,movie,6.9,84,2016,"Drama, Horror, Thriller, War",22156,2016-01-22,Babak Anvari,,
1016,tt0367089,2019-10-06,2019-10-06,,The Squid and the Whale,https://www.imdb.com/title/tt0367089/,movie,7.3,81,2005,"Comedy, Drama",75431,2005-01-24,Noah Baumbach,,
1017,tt0097216,2019-10-06,2019-10-06,,Do the Right Thing,https://www.imdb.com/title/tt0097216/,movie,7.9,120,1989,"Comedy, Drama",83478,1989-05-19,Spike Lee,,
1018,tt0069704,2019-10-06,2019-10-06,,American Graffiti,https://www.imdb.com/title/tt0069704/,movie,7.4,110,1973,"Comedy, Drama",79087,1973-08-01,George Lucas,,
1019,tt0071360,2019-10-06,2019-10-06,,The Conversation,https://www.imdb.com/title/tt0071360/,movie,7.8,113,1974,"Drama, Mystery, Thriller",94340,1974-04-07,Francis Ford Coppola,,
1020,tt0097965,2019-10-06,2019-10-06,,New York Stories,https://www.imdb.com/title/tt0097965/,movie,6.4,124,1989,"Comedy, Drama, Romance",16571,1989-03-01,"Woody Allen, Francis Ford Coppola, Martin Scorsese",,
1021,tt0120324,2019-10-06,2019-10-06,,A Simple Plan,https://www.imdb.com/title/tt0120324/,movie,7.5,121,1998,"Crime, Drama, Thriller",61504,1998-09-12,Sam Raimi,,
1022,tt1127180,2019-10-06,2019-10-06,,Drag Me to Hell,https://www.imdb.com/title/tt1127180/,movie,6.5,99,2009,"Horror, Thriller",183996,2009-03-15,Sam Raimi,,
1023,tt0119349,2019-10-06,2019-10-06,,The Ice Storm,https://www.imdb.com/title/tt0119349/,movie,7.4,112,1997,Drama,52478,1997-05-12,Ang Lee,,
1024,tt0299478,2019-10-06,2019-10-06,,Saraband,https://www.imdb.com/title/tt0299478/,tvMovie,7.6,107,2003,"Drama, Music",6972,2003-12-01,Ingmar Bergman,,
1025,tt6725014,2019-10-06,2019-10-06,,Scener ur ett äktenskap,https://www.imdb.com/title/tt6725014/,movie,8.5,169,1974,Drama,3408,1974-09-15,Ingmar Bergman,,
1026,tt0388795,2019-10-06,2019-10-06,,Brokeback Mountain,https://www.imdb.com/title/tt0388795/,movie,7.7,134,2005,"Drama, Romance",314581,2005-09-02,Ang Lee,,
1027,tt0841925,2019-10-06,2019-10-06,,Stellet Licht,https://www.imdb.com/title/tt0841925/,movie,7.2,145,2007,"Drama, Romance",5858,2007-05-22,Carlos Reygadas,,
1028,tt0244316,2019-10-06,2019-10-06,,Yi yi,https://www.imdb.com/title/tt0244316/,movie,8.1,173,2000,"Drama, Romance",19162,2000-05-15,Edward Yang,,
1029,tt0071853,2019-10-06,2019-10-06,,Monty Python and the Holy Grail,https://www.imdb.com/title/tt0071853/,movie,8.2,91,1975,"Adventure, Comedy, Fantasy",487602,1975-03-14,"Terry Jones, Terry Gilliam",,
1030,tt0085959,2019-10-06,2019-10-06,,The Meaning of Life,https://www.imdb.com/title/tt0085959/,movie,7.5,107,1983,"Comedy, Musical",110885,1983-03-31,"Terry Jones, Terry Gilliam",,
1031,tt0079470,2019-10-06,2019-10-06,,Life of Brian,https://www.imdb.com/title/tt0079470/,movie,8.1,94,1979,Comedy,355933,1979-08-17,Terry Jones,,
1032,tt0065976,2019-10-06,2019-10-06,,Let It Be,https://www.imdb.com/title/tt0065976/,movie,7.8,81,1969,"Documentary, Music",5283,1969-07-20,Michael Lindsay-Hogg,,
1033,tt7594064,2019-10-06,2019-10-06,,The Beatles: Let It Be,https://www.imdb.com/title/tt7594064/,video,8.0,4,1970,"Short, Music",408,1970-03-31,Michael Lindsay-Hogg,,
1034,tt0111893,2019-10-06,2019-10-06,,The Beatles Anthology,https://www.imdb.com/title/tt0111893/,tvMiniSeries,9.1,600,1995,"Documentary, Music",6839,1995-11-11,,,
1035,tt9577852,2019-10-06,2019-10-06,,Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,https://www.imdb.com/title/tt9577852/,movie,7.7,142,2019,"Documentary, Biography, History, Music",4682,2019-06-11,Martin Scorsese,,
